SECT,Sector,CLAS,Classification,COU,Country,YEA,Year,EEA_STRI,Flag Codes,Flags
FSINS,Insurance,STRI,Indicator STRI,CZE,Czech Republic,2015,2015,0.034310441,,
FSINS,Insurance,STRI,Indicator STRI,CZE,Czech Republic,2016,2016,0.034310441,,
FSINS,Insurance,STRI,Indicator STRI,CZE,Czech Republic,2017,2017,0.034310441,,
FSINS,Insurance,STRI,Indicator STRI,CZE,Czech Republic,2018,2018,0.025048794,,
CS,Computer,STRI,Indicator STRI,CZE,Czech Republic,2014,2014,0.072156325,,
CS,Computer,STRI,Indicator STRI,CZE,Czech Republic,2015,2015,0.072156325,,
CS,Computer,STRI,Indicator STRI,CZE,Czech Republic,2016,2016,0.072156325,,
CS,Computer,STRI,Indicator STRI,CZE,Czech Republic,2017,2017,0.072156325,,
CS,Computer,STRI,Indicator STRI,CZE,Czech Republic,2018,2018,0.053420968,,
CO,Construction,STRI,Indicator STRI,CZE,Czech Republic,2014,2014,0.048535511,,
CO,Construction,STRI,Indicator STRI,CZE,Czech Republic,2015,2015,0.048535511,,
CO,Construction,STRI,Indicator STRI,CZE,Czech Republic,2016,2016,0.048535511,,
CO,Construction,STRI,Indicator STRI,CZE,Czech Republic,2017,2017,0.048535511,,
CO,Construction,STRI,Indicator STRI,CZE,Czech Republic,2018,2018,0.048535511,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.062711865,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.062711865,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.062711865,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.062711865,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.062711865,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.058512554,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.058512554,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.058512554,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.058512554,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.058512554,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.027078513,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.027078513,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.027078513,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.027078513,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.027078513,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.039216515,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.039216515,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.039216515,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.039216515,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.039216515,,
PSACC,Accounting,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.071542218,,
PSACC,Accounting,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.071542218,,
PSACC,Accounting,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.071542218,,
PSACC,Accounting,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.071542218,,
PSACC,Accounting,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.071542218,,
PSARC,Architecture,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.043357786,,
PSARC,Architecture,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.043357786,,
PSARC,Architecture,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.043357786,,
PSARC,Architecture,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.043357786,,
PSARC,Architecture,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.043357786,,
PSENG,Engineering,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.020444807,,
PSENG,Engineering,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.020444807,,
PSENG,Engineering,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.020444807,,
PSENG,Engineering,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.020444807,,
PSENG,Engineering,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.020444807,,
PSLEG,Legal,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.066686384,,
PSLEG,Legal,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.066686384,,
PSLEG,Legal,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.066686384,,
PSLEG,Legal,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.066686384,,
PSLEG,Legal,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.066686384,,
ASMOT,Motion pictures,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.031739976,,
ASMOT,Motion pictures,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.031739976,,
ASMOT,Motion pictures,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.031739976,,
ASMOT,Motion pictures,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.031739976,,
ASMOT,Motion pictures,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.031739976,,
ASBRD,Broadcasting,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.084168941,,
ASBRD,Broadcasting,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.084168941,,
ASBRD,Broadcasting,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.084168941,,
ASBRD,Broadcasting,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.084168941,,
ASBRD,Broadcasting,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.084168941,,
ASSOU,Sound recording,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.086127542,,
ASSOU,Sound recording,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.086127542,,
ASSOU,Sound recording,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.040762655,,
ASSOU,Sound recording,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.040762655,,
ASSOU,Sound recording,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.040762655,,
TC,Telecom,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.035663467,,
TRAIR,Air transport,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.155902013,,
TRAIR,Air transport,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.155902013,,
TRAIR,Air transport,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.155902013,,
TRAIR,Air transport,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.155902013,,
TRAIR,Air transport,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.155902013,,
TRMAR,Maritime transport,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.036854461,,
TRMAR,Maritime transport,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.036854461,,
TRMAR,Maritime transport,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.036854461,,
TRMAR,Maritime transport,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.036854461,,
TRMAR,Maritime transport,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.036854461,,
TRROF,Road freight transport,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.033333331,,
TRROF,Road freight transport,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.033333331,,
TRROF,Road freight transport,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.033333331,,
TRROF,Road freight transport,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.033333331,,
TRROF,Road freight transport,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.033333331,,
TRRAI,Rail freight transport,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.057881024,,
TRRAI,Rail freight transport,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.057881024,,
TRRAI,Rail freight transport,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.057881024,,
TRRAI,Rail freight transport,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.057881024,,
TRRAI,Rail freight transport,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.057881024,,
CR,Courier,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.092804454,,
CR,Courier,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.092804454,,
CR,Courier,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.092804454,,
CR,Courier,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.092804454,,
CR,Courier,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.092804454,,
DS,Distribution,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.068133153,,
DS,Distribution,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.068133153,,
DS,Distribution,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.068133153,,
DS,Distribution,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.068133153,,
DS,Distribution,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.068133153,,
FSBNK,Commercial banking,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.040502518,,
FSINS,Insurance,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.025277112,,
FSINS,Insurance,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.025277112,,
FSINS,Insurance,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.025277112,,
FSINS,Insurance,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.025277112,,
FSINS,Insurance,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.025277112,,
CS,Computer,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.029703975,,
CS,Computer,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.029703975,,
CS,Computer,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.029703975,,
CS,Computer,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.029703975,,
CS,Computer,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.029703975,,
CO,Construction,STRI,Indicator STRI,DNK,Denmark,2014,2014,0.049447052,,
CO,Construction,STRI,Indicator STRI,DNK,Denmark,2015,2015,0.049447052,,
CO,Construction,STRI,Indicator STRI,DNK,Denmark,2016,2016,0.049447052,,
CO,Construction,STRI,Indicator STRI,DNK,Denmark,2017,2017,0.049447052,,
CO,Construction,STRI,Indicator STRI,DNK,Denmark,2018,2018,0.049447052,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FIN,Finland,2014,2014,0.131111115,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FIN,Finland,2015,2015,0.131111115,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FIN,Finland,2016,2016,0.118681736,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FIN,Finland,2017,2017,0.118681736,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FIN,Finland,2018,2018,0.118681736,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FIN,Finland,2014,2014,0.118026353,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FIN,Finland,2015,2015,0.118026353,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FIN,Finland,2016,2016,0.104809962,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FIN,Finland,2017,2017,0.104809962,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FIN,Finland,2018,2018,0.104809962,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FIN,Finland,2014,2014,0.067401461,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FIN,Finland,2015,2015,0.067401461,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FIN,Finland,2016,2016,0.052433435,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FIN,Finland,2017,2017,0.052433435,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FIN,Finland,2018,2018,0.052433435,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FIN,Finland,2014,2014,0.051569507,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FIN,Finland,2015,2015,0.051569507,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FIN,Finland,2016,2016,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FIN,Finland,2017,2017,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FIN,Finland,2018,2018,0.037608936,,
PSACC,Accounting,STRI,Indicator STRI,FIN,Finland,2014,2014,0.080371708,,
PSACC,Accounting,STRI,Indicator STRI,FIN,Finland,2015,2015,0.080371708,,
PSACC,Accounting,STRI,Indicator STRI,FIN,Finland,2016,2016,0.069310568,,
PSACC,Accounting,STRI,Indicator STRI,FIN,Finland,2017,2017,0.069310568,,
PSACC,Accounting,STRI,Indicator STRI,FIN,Finland,2018,2018,0.069310568,,
PSARC,Architecture,STRI,Indicator STRI,FIN,Finland,2014,2014,0.056652073,,
PSARC,Architecture,STRI,Indicator STRI,FIN,Finland,2015,2015,0.056652073,,
PSARC,Architecture,STRI,Indicator STRI,FIN,Finland,2016,2016,0.045495547,,
PSARC,Architecture,STRI,Indicator STRI,FIN,Finland,2017,2017,0.045495547,,
PSARC,Architecture,STRI,Indicator STRI,FIN,Finland,2018,2018,0.045495547,,
PSENG,Engineering,STRI,Indicator STRI,FIN,Finland,2014,2014,0.033767536,,
PSENG,Engineering,STRI,Indicator STRI,FIN,Finland,2015,2015,0.033767536,,
PSENG,Engineering,STRI,Indicator STRI,FIN,Finland,2016,2016,0.022401247,,
PSENG,Engineering,STRI,Indicator STRI,FIN,Finland,2017,2017,0.022401247,,
PSENG,Engineering,STRI,Indicator STRI,FIN,Finland,2018,2018,0.022401247,,
PSLEG,Legal,STRI,Indicator STRI,FIN,Finland,2014,2014,0.024538349,,
PSLEG,Legal,STRI,Indicator STRI,FIN,Finland,2015,2015,0.024538349,,
PSLEG,Legal,STRI,Indicator STRI,FIN,Finland,2016,2016,0.014480118,,
PSLEG,Legal,STRI,Indicator STRI,FIN,Finland,2017,2017,0.014480118,,
PSLEG,Legal,STRI,Indicator STRI,FIN,Finland,2018,2018,0.014480118,,
ASMOT,Motion pictures,STRI,Indicator STRI,FIN,Finland,2014,2014,0.041401811,,
ASMOT,Motion pictures,STRI,Indicator STRI,FIN,Finland,2015,2015,0.041401811,,
ASMOT,Motion pictures,STRI,Indicator STRI,FIN,Finland,2016,2016,0.026972625,,
ASMOT,Motion pictures,STRI,Indicator STRI,FIN,Finland,2017,2017,0.026972625,,
ASMOT,Motion pictures,STRI,Indicator STRI,FIN,Finland,2018,2018,0.026972625,,
ASBRD,Broadcasting,STRI,Indicator STRI,FIN,Finland,2014,2014,0.082345791,,
ASBRD,Broadcasting,STRI,Indicator STRI,FIN,Finland,2015,2015,0.082345791,,
ASBRD,Broadcasting,STRI,Indicator STRI,FIN,Finland,2016,2016,0.064266175,,
ASBRD,Broadcasting,STRI,Indicator STRI,FIN,Finland,2017,2017,0.064266175,,
ASBRD,Broadcasting,STRI,Indicator STRI,FIN,Finland,2018,2018,0.064266175,,
ASSOU,Sound recording,STRI,Indicator STRI,FIN,Finland,2014,2014,0.072320841,,
ASSOU,Sound recording,STRI,Indicator STRI,FIN,Finland,2015,2015,0.072320841,,
ASSOU,Sound recording,STRI,Indicator STRI,FIN,Finland,2016,2016,0.064431295,,
ASSOU,Sound recording,STRI,Indicator STRI,FIN,Finland,2017,2017,0.064431295,,
ASSOU,Sound recording,STRI,Indicator STRI,FIN,Finland,2018,2018,0.064431295,,
TC,Telecom,STRI,Indicator STRI,FIN,Finland,2018,2018,0.050234694,,
TRAIR,Air transport,STRI,Indicator STRI,FIN,Finland,2014,2014,0.175084412,,
TRAIR,Air transport,STRI,Indicator STRI,FIN,Finland,2015,2015,0.175084412,,
TRAIR,Air transport,STRI,Indicator STRI,FIN,Finland,2016,2016,0.168043673,,
TRAIR,Air transport,STRI,Indicator STRI,FIN,Finland,2017,2017,0.168043673,,
TRAIR,Air transport,STRI,Indicator STRI,FIN,Finland,2018,2018,0.168043673,,
TRMAR,Maritime transport,STRI,Indicator STRI,FIN,Finland,2014,2014,0.042957745,,
TRMAR,Maritime transport,STRI,Indicator STRI,FIN,Finland,2015,2015,0.042957745,,
TRMAR,Maritime transport,STRI,Indicator STRI,FIN,Finland,2016,2016,0.026525822,,
TRMAR,Maritime transport,STRI,Indicator STRI,FIN,Finland,2017,2017,0.026525822,,
TRMAR,Maritime transport,STRI,Indicator STRI,FIN,Finland,2018,2018,0.026525822,,
TRROF,Road freight transport,STRI,Indicator STRI,FIN,Finland,2014,2014,0.069696963,,
TRROF,Road freight transport,STRI,Indicator STRI,FIN,Finland,2015,2015,0.069696963,,
TRROF,Road freight transport,STRI,Indicator STRI,FIN,Finland,2016,2016,0.048484851,,
TRROF,Road freight transport,STRI,Indicator STRI,FIN,Finland,2017,2017,0.048484851,,
TRROF,Road freight transport,STRI,Indicator STRI,FIN,Finland,2018,2018,0.048484851,,
TRRAI,Rail freight transport,STRI,Indicator STRI,FIN,Finland,2014,2014,0.097734928,,
TRRAI,Rail freight transport,STRI,Indicator STRI,FIN,Finland,2015,2015,0.097734928,,
TRRAI,Rail freight transport,STRI,Indicator STRI,FIN,Finland,2016,2016,0.083859339,,
TRRAI,Rail freight transport,STRI,Indicator STRI,FIN,Finland,2017,2017,0.083859339,,
TRRAI,Rail freight transport,STRI,Indicator STRI,FIN,Finland,2018,2018,0.083859339,,
CR,Courier,STRI,Indicator STRI,FIN,Finland,2014,2014,0.084571794,,
CR,Courier,STRI,Indicator STRI,FIN,Finland,2015,2015,0.084571794,,
CR,Courier,STRI,Indicator STRI,FIN,Finland,2016,2016,0.070031002,,
CR,Courier,STRI,Indicator STRI,FIN,Finland,2017,2017,0.070031002,,
CR,Courier,STRI,Indicator STRI,FIN,Finland,2018,2018,0.070031002,,
DS,Distribution,STRI,Indicator STRI,FIN,Finland,2014,2014,0.104045995,,
DS,Distribution,STRI,Indicator STRI,FIN,Finland,2015,2015,0.104045995,,
DS,Distribution,STRI,Indicator STRI,FIN,Finland,2016,2016,0.08191599,,
DS,Distribution,STRI,Indicator STRI,FIN,Finland,2017,2017,0.08191599,,
DS,Distribution,STRI,Indicator STRI,FIN,Finland,2018,2018,0.08191599,,
FSBNK,Commercial banking,STRI,Indicator STRI,FIN,Finland,2014,2014,0.041080475,,
FSBNK,Commercial banking,STRI,Indicator STRI,FIN,Finland,2015,2015,0.041080475,,
FSBNK,Commercial banking,STRI,Indicator STRI,FIN,Finland,2016,2016,0.029095501,,
FSBNK,Commercial banking,STRI,Indicator STRI,FIN,Finland,2017,2017,0.029095501,,
FSBNK,Commercial banking,STRI,Indicator STRI,FIN,Finland,2018,2018,0.029095501,,
FSINS,Insurance,STRI,Indicator STRI,FIN,Finland,2014,2014,0.022312649,,
FSINS,Insurance,STRI,Indicator STRI,FIN,Finland,2015,2015,0.022312649,,
FSINS,Insurance,STRI,Indicator STRI,FIN,Finland,2016,2016,0.015787147,,
FSINS,Insurance,STRI,Indicator STRI,FIN,Finland,2017,2017,0.015787147,,
FSINS,Insurance,STRI,Indicator STRI,FIN,Finland,2018,2018,0.015787147,,
CS,Computer,STRI,Indicator STRI,FIN,Finland,2014,2014,0.048439331,,
CS,Computer,STRI,Indicator STRI,FIN,Finland,2015,2015,0.048439331,,
CS,Computer,STRI,Indicator STRI,FIN,Finland,2016,2016,0.034685612,,
CS,Computer,STRI,Indicator STRI,FIN,Finland,2017,2017,0.034685612,,
CS,Computer,STRI,Indicator STRI,FIN,Finland,2018,2018,0.034685612,,
CO,Construction,STRI,Indicator STRI,FIN,Finland,2014,2014,0.077486791,,
CO,Construction,STRI,Indicator STRI,FIN,Finland,2015,2015,0.051769242,,
CO,Construction,STRI,Indicator STRI,FIN,Finland,2016,2016,0.037831858,,
CO,Construction,STRI,Indicator STRI,FIN,Finland,2017,2017,0.037831858,,
CO,Construction,STRI,Indicator STRI,FIN,Finland,2018,2018,0.037831858,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FRA,France,2014,2014,0.093822978,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FRA,France,2015,2015,0.093822978,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FRA,France,2016,2016,0.093822978,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FRA,France,2017,2017,0.093822978,,
LSCAR,Logistics cargo-handling,STRI,Indicator STRI,FRA,France,2018,2018,0.093822978,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FRA,France,2014,2014,0.091593571,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FRA,France,2015,2015,0.091593571,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FRA,France,2016,2016,0.091593571,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FRA,France,2017,2017,0.091593571,,
LSSTG,Logistics storage and warehouse,STRI,Indicator STRI,FRA,France,2018,2018,0.091593571,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FRA,France,2014,2014,0.025354924,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FRA,France,2015,2015,0.025354924,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FRA,France,2016,2016,0.025354924,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FRA,France,2017,2017,0.025354924,,
LSFGT,Logistics freight forwarding,STRI,Indicator STRI,FRA,France,2018,2018,0.025354924,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FRA,France,2014,2014,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FRA,France,2015,2015,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FRA,France,2016,2016,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FRA,France,2017,2017,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,FRA,France,2018,2018,0.037608936,,
PSACC,Accounting,STRI,Indicator STRI,FRA,France,2014,2014,0.093664505,,
PSACC,Accounting,STRI,Indicator STRI,FRA,France,2015,2015,0.093664505,,
PSACC,Accounting,STRI,Indicator STRI,FRA,France,2016,2016,0.093664505,,
PSACC,Accounting,STRI,Indicator STRI,FRA,France,2017,2017,0.093664505,,
PSACC,Accounting,STRI,Indicator STRI,FRA,France,2018,2018,0.093664505,,
PSARC,Architecture,STRI,Indicator STRI,FRA,France,2014,2014,0.065670833,,
PSARC,Architecture,STRI,Indicator STRI,FRA,France,2015,2015,0.065670833,,
PSARC,Architecture,STRI,Indicator STRI,FRA,France,2016,2016,0.065670833,,
PSARC,Architecture,STRI,Indicator STRI,FRA,France,2017,2017,0.065670833,,
PSARC,Architecture,STRI,Indicator STRI,FRA,France,2018,2018,0.065670833,,
PSENG,Engineering,STRI,Indicator STRI,FRA,France,2014,2014,0.009078517,,
PSENG,Engineering,STRI,Indicator STRI,FRA,France,2015,2015,0.009078517,,
PSENG,Engineering,STRI,Indicator STRI,FRA,France,2016,2016,0.009078517,,
PSENG,Engineering,STRI,Indicator STRI,FRA,France,2017,2017,0.009078517,,
PSENG,Engineering,STRI,Indicator STRI,FRA,France,2018,2018,0.009078517,,
PSLEG,Legal,STRI,Indicator STRI,FRA,France,2014,2014,0.096861087,,
PSLEG,Legal,STRI,Indicator STRI,FRA,France,2015,2015,0.096861087,,
PSLEG,Legal,STRI,Indicator STRI,FRA,France,2016,2016,0.096861087,,
PSLEG,Legal,STRI,Indicator STRI,FRA,France,2017,2017,0.096861087,,
